t,x,y,altitude
760.5999999046326,-12467643.708163658,4953331.7765847705,5125.0
762.5999999046326,-12467643.708163658,4953331.7765847705,5125.0
764.7000000476837,-12467643.708163658,4953331.7765847705,5125.0
766.7999999523163,-12467643.708163658,4953331.7765847705,5125.0
768.8999998569489,-12467130.747950083,4953677.051050481,5125.0
771.0,-12467101.693562984,4953823.081618452,5125.0
773.0,-12467101.693562984,4953823.081618452,4925.0
775.0999999046326,-12467101.693562984,4953823.081618452,4925.0
777.2000000476837,-12467101.693562984,4953823.081618452,4925.0
779.2999999523163,-12467101.693562984,4953823.081618452,4925.0
781.2999999523163,-12467101.693562984,4953823.081618452,4925.0
783.3999998569489,-12467101.693562984,4953823.081618452,4925.0
785.5,-12467101.693562984,4953823.081618452,4925.0
787.5999999046326,-12467101.693562984,4953823.081618452,4925.0
789.5999999046326,-12467101.693562984,4953823.081618452,4925.0
791.7000000476837,-12467101.693562984,4953823.081618452,4925.0
793.7999999523163,-12467101.693562984,4953823.081618452,4925.0
795.8999998569489,-12466983.583583253,4954826.587466642,4925.0
797.8999998569489,-12466983.583583253,4954826.587466642,4925.0
800.0,-12466988.036362885,4954938.909097984,4925.0
802.0999999046326,-12466990.485391682,4955010.907061015,4925.0
804.2000000476837,-12466990.485391682,4955010.907061015,4925.0
806.2000000476837,-12466990.485391682,4955010.907061015,4925.0
808.2999999523163,-12466990.485391682,4955010.907061015,4925.0
810.3999998569489,-12466990.485391682,4955010.907061015,4925.0
812.5,-12466990.485391682,4955010.907061015,4925.0
814.5,-12466990.485391682,4955010.907061015,4925.0
816.5999999046326,-12466990.485391682,4955010.907061015,4925.0
818.7000000476837,-12466990.485391682,4955010.907061015,4925.0
820.7999999523163,-12467046.033817587,4955597.908156274,4700.0
822.7999999523163,-12467046.033817587,4955597.908156274,4700.0
824.7999999523163,-12467046.033817587,4955597.908156274,4650.0
826.8999998569489,-12467046.033817587,4955597.908156274,4650.0
828.8999998569489,-12467046.033817587,4955597.908156274,4650.0
831.0,-12467080.876818206,4955775.349833296,4650.0
833.0999999046326,-12467080.876818206,4955809.518723555,4600.0
835.2000000476837,-12467080.876818206,4955809.518723555,4600.0
837.2000000476837,-12467087.778626636,4955857.326040398,4600.0
839.2999999523163,-12467089.893696962,4955892.0818128865,4600.0
841.3999998569489,-12467094.680435065,4955925.664511862,4575.0
843.5,-12467094.680435065,4955939.302933395,4675.0
845.5999999046326,-12467101.693562984,4955946.048826333,4675.0
847.5999999046326,-12467103.474674838,4955965.993232617,4675.0
849.7000000476837,-12467103.474674838,4955972.739143931,4675.0
851.7999999523163,-12467101.693562984,4955980.218311907,4575.0
853.7999999523163,-12467101.693562984,4955980.218311907,4575.0
854.8999998569489,-12467101.693562984,4955980.218311907,4575.0
857.0,-12467101.693562984,4955993.8568093795,4550.0
860.0999999046326,-12467101.693562984,4955993.8568093795,4575.0
862.2000000476837,-12467101.693562984,4955993.8568093795,4575.0
864.2000000476837,-12467101.693562984,4955993.8568093795,4575.0
866.2999999523163,-12467101.693562984,4955993.8568093795,4575.0
868.3999998569489,-12467101.693562984,4955993.8568093795,4575.0
870.5,-12467108.595371416,4956021.133861284,4575.0
872.5999999046326,-12467108.595371416,4956021.133861284,4575.0
874.5999999046326,-12467108.595371416,4956034.772415714,4550.0
876.5999999046326,-12467108.595371416,4956034.772415714,4550.0
878.7000000476837,-12467108.595371416,4956048.41098913,4550.0
880.7999999523163,-12467110.376483267,4956053.250487487,4550.0
882.8999998569489,-12467115.608499335,4956055.303608722,4550.0
884.8999998569489,-12467115.608499335,4956055.303608722,4550.0
887.0,-12467115.608499335,4956055.303608722,4550.0
889.0999999046326,-12467110.376483267,4956059.996458881,4550.0
891.2000000476837,-12467110.376483267,4956059.996458881,4550.0
893.2000000476837,-12467115.608499335,4956055.303608722,4550.0
895.2999999523163,-12467115.608499335,4956055.303608722,4550.0
897.3999998569489,-12467110.376483267,4956059.996458881,4550.0
899.5,-12467110.376483267,4956059.996458881,4550.0
901.5,-12467110.376483267,4956059.996458881,4550.0
903.5999999046326,-12467110.376483267,4956066.742434919,4550.0
904.5999999046326,-12467110.376483267,4956066.742434919,4550.0
906.7000000476837,-12467117.166972205,4956059.996458881,4575.0
908.7999999523163,-12467115.608499335,4956062.196233165,4550.0
910.8999998569489,-12467115.608499335,4956062.196233165,4550.0
912.8999998569489,-12467115.608499335,4956062.196233165,4550.0
915.0,-12467117.166972205,4956066.742434919,4550.0
917.0,-12467117.166972205,4956066.742434919,4550.0
919.0999999046326,-12467115.608499335,4956062.196233165,4550.0
